,prompt,orig_completion,completion
631,What's the breakdown of Repeat Users by Landing Page Load Time in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_load_time"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:repeat_users,qf:-,qb:initial_page_load_time}"
632,What's the breakdown of Repeat Users by Landing Page Load Time in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_load_time"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:repeat_users,qf:-,qb:initial_page_load_time}"
633,What's the breakdown of Repeat Users by Landing Page Load Time in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_load_time"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:repeat_users,qf:-,qb:initial_page_load_time}"
634,Repeat Users by Landing Page Scroll Percent,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_scroll_percent"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:repeat_users,qf:-,qb:initial_page_scroll_percent}"
635,What's the breakdown of Repeat Users by Landing Page Scroll Percent in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_scroll_percent"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:repeat_users,qf:-,qb:initial_page_scroll_percent}"
636,What's the breakdown of Repeat Users by Landing Page Scroll Percent in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_scroll_percent"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:repeat_users,qf:-,qb:initial_page_scroll_percent}"
637,What's the breakdown of Repeat Users by Landing Page Scroll Percent in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_scroll_percent"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:repeat_users,qf:-,qb:initial_page_scroll_percent}"
638,Repeat Users by Type of content,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""Type of content"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:repeat_users,qf:-,qb:Typeofcontent}"
639,What's the breakdown of Repeat Users by Type of content in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""Type of content"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:repeat_users,qf:-,qb:Typeofcontent}"
640,What's the breakdown of Repeat Users by Type of content in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""Type of content"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:repeat_users,qf:-,qb:Typeofcontent}"
641,What's the breakdown of Repeat Users by Type of content in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""Type of content"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:repeat_users,qf:-,qb:Typeofcontent}"
642,Repeat Users by Latest Page Scroll Percent,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_page_scroll_percent"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:repeat_users,qf:-,qb:latest_page_scroll_percent}"
643,What's the breakdown of Repeat Users by Latest Page Scroll Percent in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_page_scroll_percent"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:repeat_users,qf:-,qb:latest_page_scroll_percent}"
644,What's the breakdown of Repeat Users by Latest Page Scroll Percent in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_page_scroll_percent"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:repeat_users,qf:-,qb:latest_page_scroll_percent}"
645,What's the breakdown of Repeat Users by Latest Page Scroll Percent in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_page_scroll_percent"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:repeat_users,qf:-,qb:latest_page_scroll_percent}"
646,Repeat Users by Initial Page Domain,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_domain"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:repeat_users,qf:-,qb:initial_page_domain}"
647,What's the breakdown of Repeat Users by Initial Page Domain in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_domain"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:repeat_users,qf:-,qb:initial_page_domain}"
648,What's the breakdown of Repeat Users by Initial Page Domain in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_domain"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:repeat_users,qf:-,qb:initial_page_domain}"
649,What's the breakdown of Repeat Users by Initial Page Domain in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_domain"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:repeat_users,qf:-,qb:initial_page_domain}"
650,Repeat Users by 6signal City,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_city"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:repeat_users,qf:-,qb:6Signal_city}"
651,What's the breakdown of Repeat Users by 6signal City in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_city"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:repeat_users,qf:-,qb:6Signal_city}"
652,What's the breakdown of Repeat Users by 6signal City in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_city"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:repeat_users,qf:-,qb:6Signal_city}"
653,What's the breakdown of Repeat Users by 6signal City in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_city"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:repeat_users,qf:-,qb:6Signal_city}"
654,Repeat Users by Initial Page Load Time,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_load_time"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:repeat_users,qf:-,qb:initial_page_load_time}"
655,What's the breakdown of Repeat Users by Initial Page Load Time in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_load_time"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:repeat_users,qf:-,qb:initial_page_load_time}"
656,What's the breakdown of Repeat Users by Initial Page Load Time in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_load_time"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:repeat_users,qf:-,qb:initial_page_load_time}"
657,What's the breakdown of Repeat Users by Initial Page Load Time in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_load_time"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:repeat_users,qf:-,qb:initial_page_load_time}"
658,Repeat Users by Device Manufacturer,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_manufacturer"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:repeat_users,qf:-,qb:device_manufacturer}"
659,What's the breakdown of Repeat Users by Device Manufacturer in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_manufacturer"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:repeat_users,qf:-,qb:device_manufacturer}"
660,What's the breakdown of Repeat Users by Device Manufacturer in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_manufacturer"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:repeat_users,qf:-,qb:device_manufacturer}"
661,What's the breakdown of Repeat Users by Device Manufacturer in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_manufacturer"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:repeat_users,qf:-,qb:device_manufacturer}"
662,Repeat Users by Browser Version,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$browser_version"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:repeat_users,qf:-,qb:browser_version}"
663,What's the breakdown of Repeat Users by Browser Version in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$browser_version"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:repeat_users,qf:-,qb:browser_version}"
664,What's the breakdown of Repeat Users by Browser Version in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$browser_version"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:repeat_users,qf:-,qb:browser_version}"
665,What's the breakdown of Repeat Users by Browser Version in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$browser_version"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:repeat_users,qf:-,qb:browser_version}"
666,Repeat Users by Email ID,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$email"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:repeat_users,qf:-,qb:email}"
667,What's the breakdown of Repeat Users by Email ID in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$email"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:repeat_users,qf:-,qb:email}"
668,What's the breakdown of Repeat Users by Email ID in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$email"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:repeat_users,qf:-,qb:email}"
669,What's the breakdown of Repeat Users by Email ID in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""repeat_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$email"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:repeat_users,qf:-,qb:email}"
